gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,2,analyzed,1,0,3.0,3.0,0.12444933920704845,0.2544052863436123
EG10004,2,analyzed,3,0,3.0,13.0,0.17951541850220265,5.119309838472834
EG10011,2,analyzed,0,0,3.0,1083.0,0.12518355359765052,240.58516886930983
EG10014,2,analyzed,0,38,0.0,2.0,0.0,0.18795888399412627
EG10015,2,analyzed,4,0,3.0,713.0,0.17657856093979443,145.43135095447872
EG10016,2,analyzed,0,0,0.0,2.0,0.0,0.18795888399412627
EG10017,2,analyzed,14,0,5.0,4.0,0.41923641703377384,0.6009544787077826
EG10018,2,analyzed,1,0,1.0,3.0,0.007709251101321586,0.6237151248164464
EG10026,2,analyzed,0,0,0.0,2.0,0.0,0.4243759177679883
EG10031,2,analyzed,14,6,7.0,42.0,1.1596916299559472,18.30690161527166
EG10033,2,analyzed,1,0,2.0,4.0,0.5473568281938326,0.3344346549192364
EG10034,2,analyzed,7,519,5.0,5.0,0.5345080763582967,0.4754038179148311
EG10035,2,analyzed,4,0,7.0,7.0,0.8538913362701909,1.550660792951542
EG10039,2,analyzed,0,5635,3.0,7.0,0.19897209985315711,2.43575624082232
EG10040,2,analyzed,0,0,1.0,201.0,0.042584434654919234,55.04698972099853
EG10044,2,analyzed,0,0,2.0,885.0,0.17033773861967694,198.26284875183555
EG10046,2,analyzed,0,9692,1.0,5.0,0.03487518355359765,0.18502202643171806
EG10050,2,analyzed,0,0,0.0,1.0,0.0,0.13252569750367107
EG10051,2,analyzed,8,10,5.0,8.0,0.4555800293685756,0.5187224669603524
EG10054,2,analyzed,2,0,4.0,4.0,0.5242290748898678,0.5892070484581498
EG10003,2,analyzed,0,0,1.0,290.0,0.07452276064610866,88.8924375917768
EG10013,2,analyzed,3,0,2.0,96.0,0.05323054331864904,33.787812041116005
EG10028,2,analyzed,1,0,2.0,324.0,0.0855359765051395,112.76248164464023
EG10030,2,analyzed,0,0,1.0,288.0,0.055800293685756244,110.04258443465491
EG10032,2,analyzed,14,86,7.0,9476.0,1.0759911894273129,2550.6681350954477
EG10043,2,analyzed,3,0,3.0,691.0,0.10535976505139501,118.10535976505139
EG10071,2,analyzed,4,152,2.0,915.0,0.21402349486049926,278.9618208516887
EG10084,2,analyzed,1,67,5.0,669.0,0.20227606461086636,87.84801762114537
EG10085,2,analyzed,0,0,0.0,445.0,0.0,75.63509544787078
EG10107,2,analyzed,8,0,3.0,839.0,0.4251101321585903,266.8241556534508
EG10108,2,analyzed,7,0,8.0,14344.0,1.763950073421439,4416.799559471366
EG10112,2,analyzed,2,13,1.0,16.0,0.02643171806167401,6.784508076358296
EG10122,2,analyzed,0,0,1.0,126.0,0.03267254038179148,41.654552129221734
EG10124,2,analyzed,1,0,1.0,115.0,0.037812041116005876,24.345080763582967
EG10129,2,analyzed,0,43,2.0,286.0,0.10535976505139501,66.29919236417034
EG10138,2,analyzed,1,4,2.0,222.0,0.0671806167400881,39.90345080763583
EG10160,2,analyzed,6,0,4.0,1155.0,0.3854625550660793,484.30286343612335
EG10167,2,analyzed,5,0,8.0,748.0,0.7646842878120411,244.26395007342143
EG10170,2,analyzed,22,339,6.0,197.0,0.4287812041116006,41.076358296622615
EG10172,2,analyzed,2,0,3.0,1289.0,0.22980910425844348,356.03046989720997
