gene_id,variant,status,all_transcription_success,all_translation_success,max_mrna,max_protein,mean_mrna,mean_protein
EG10001,3,analyzed,4,0,2.0,3.0,0.27795382526029877,0.46944318696242643
EG10004,3,analyzed,4,0,3.0,12.0,0.476233589859665,5.815301041195111
EG10011,3,analyzed,3,0,3.0,834.0,0.3503847894975102,437.9198732458126
EG10014,3,analyzed,0,130,1.0,18.0,0.029877772747849706,1.4653689452240832
EG10015,3,analyzed,6,0,6.0,916.0,0.8922589406971481,380.5518334087823
EG10016,3,analyzed,1,0,1.0,6.0,0.028972385694884563,0.9755545495699411
EG10017,3,analyzed,22,0,5.0,3.0,0.9855138071525578,0.5722046174739701
EG10018,3,analyzed,0,0,1.0,4.0,0.15663196016296968,1.6256224535989134
EG10026,3,analyzed,0,0,0.0,2.0,0.0,0.44680851063829785
EG10031,3,analyzed,29,80,11.0,43.0,3.3227704843820733,20.06699864191942
EG10033,3,analyzed,0,0,1.0,3.0,0.2589406971480308,0.31416930737890447
EG10034,3,analyzed,21,1206,7.0,5.0,1.6324128564961522,0.7342688999547307
EG10035,3,analyzed,2,0,9.0,7.0,1.1792666364870983,1.7822544137618832
EG10039,3,analyzed,4,10108,4.0,8.0,0.9443186962426438,2.862833861475781
EG10040,3,analyzed,0,0,2.0,752.0,0.0946129470348574,147.81394296061566
EG10044,3,analyzed,4,0,4.0,1165.0,0.7193300135808058,628.6758714350385
EG10046,3,analyzed,0,21262,0.0,1.0,0.0,0.1955636034404708
EG10050,3,analyzed,0,0,0.0,1.0,0.0,0.11770031688546853
EG10051,3,analyzed,24,27,6.0,7.0,1.1874151199637846,0.9669533725667723
EG10054,3,analyzed,0,0,2.0,2.0,0.22181982797645994,0.2888184698958805
EG10003,3,analyzed,2,0,2.0,314.0,0.1231326392032594,131.18243549117247
EG10013,3,analyzed,3,0,3.0,171.0,0.19511090991398822,59.215482118605706
EG10028,3,analyzed,2,0,2.0,353.0,0.10321412403802625,129.84744228157538
EG10030,3,analyzed,0,2,2.0,466.0,0.1484834766862834,215.24309642372114
EG10032,3,analyzed,24,180,11.0,8408.0,3.241738343141693,5338.580805794477
EG10043,3,analyzed,3,0,3.0,515.0,0.2349479402444545,210.3268447261204
EG10071,3,analyzed,8,164,4.0,1095.0,0.7256677229515618,654.3060208239023
EG10084,3,analyzed,2,202,5.0,566.0,0.6672702580353101,240.6699864191942
EG10085,3,analyzed,0,0,0.0,93.0,0.0,24.141240380262563
EG10107,3,analyzed,26,0,6.0,917.0,1.1199637845178814,534.5070167496605
EG10108,3,analyzed,21,0,14.0,16481.0,5.051607062019013,8587.36306020824
EG10112,3,analyzed,3,43,1.0,31.0,0.09053870529651425,14.48619284744228
EG10122,3,analyzed,0,0,1.0,161.0,0.0742417383431417,68.05658669081032
EG10124,3,analyzed,1,0,2.0,349.0,0.3413309189678588,115.1507469443187
EG10129,3,analyzed,1,77,2.0,260.0,0.15753734721593482,125.19873245812585
EG10138,3,analyzed,1,122,2.0,142.0,0.08646446355817111,49.63920325939339
EG10160,3,analyzed,5,0,3.0,759.0,0.3259393390674513,344.1656858306926
EG10167,3,analyzed,4,0,5.0,551.0,0.9058397464916251,281.57854232684474
EG10170,3,analyzed,53,658,8.0,189.0,1.1851516523313717,74.34178361249434
EG10172,3,analyzed,9,0,5.0,1476.0,0.6785875961973744,784.4852874603894
